Sensor ID,Lat, Long,Timestamp,Soil Moisture (%),Soil Type,Recommended Crop(s),Recommended Crop(s)
S4022,35.6955,81.0793,08:03.0,16.2,Clay,Corn, Soybeans
S4023,69.8347,-130.0093,22:03.0,23.4,Sandy,Corn, Sunflower
S4024,18.3437,132.8419,53:03.0,27.1,Sandy,Potatoes, Carrots
S4025,-39.6958,71.7353,02:03.0,25.1,Sandy,Potatoes, Carrots
S4026,56.7093,-47.3652,46:03.0,11.4,Clay,Wheat, Peas
S4027,21.3033,57.1954,14:03.0,24.7,Clay,Corn, Soybeans
S4028,-4.4641,-31.2744,53:03.0,13.7,Sandy,Millet, Sorghum
S4029,-56.1717,175.0253,07:03.0,25.9,Clay,Rice, Sugarcane
S4030,82.3585,112.5429,11:03.0,20.8,Loam,Maize, Cotton
S4031,-87.0065,-50.326,53:03.0,11.6,Clay,Wheat, Peas
S4032,-81.7642,110.7208,26:03.0,26.8,Sandy,Potatoes, Carrots
S4033,-31.4055,-20.0498,29:03.0,27.8,Sandy,Potatoes, Carrots
S4034,19.2173,-35.9405,22:03.0,19.2,Loam,Maize, Cotton
S4035,20.2666,-150.7071,40:03.0,17.2,Clay,Corn, Soybeans
S4036,-12.9751,155.334,16:03.0,25.9,Loam,Rice, Sugarcane
S4037,77.552,175.2737,40:03.0,5.7,Clay,Wheat, Peas
S4038,64.278,145.873,15:03.0,22.6,Sandy,Corn, Sunflower
S4039,42.17,-74.2093,03:03.0,22.8,Loam,Maize, Cotton
S4040,-54.8861,-128.4619,54:03.0,24.6,Loam,Maize, Cotton
S4041,3.6098,25.8813,16:03.0,5.4,Clay,Wheat, Peas
S4042,64.2245,1.6692,21:03.0,30.1,Sandy,Potatoes, Carrots
S4043,-66.985,106.8555,11:03.0,21.6,Loam,Maize, Cotton
S4044,-35.7573,62.3024,30:03.0,23.8,Loam,Maize, Cotton
S4045,8.7744,134.9229,49:03.0,8.1,Clay,Wheat, Peas
S4046,-59.7505,-19.3368,24:03.0,24.9,Loam,Maize, Cotton
S4047,-69.1778,58.5512,31:03.0,18.2,Clay,Corn, Soybeans
S4048,-46.6377,-103.8093,00:03.0,14.3,Clay,Wheat, Peas
S4049,45.5855,57.5082,56:03.0,31.3,Sandy,Potatoes, Carrots
S4050,-73.9023,-23.4384,11:03.0,31.5,Clay,Rice, Sugarcane
S4051,38.8377,-122.3153,50:03.0,18.7,Clay,Corn, Soybeans
S4052,77.2141,144.9535,52:03.0,6.4,Sandy,Millet, Sorghum
S4053,47.9356,-100.6646,06:03.0,16.1,Clay,Corn, Soybeans
S4054,-43.6269,-8.5312,25:03.0,29.5,Loam,Rice, Sugarcane
S4055,71.552,-135.6847,30:03.0,34.4,Sandy,Potatoes, Carrots
S4056,-65.5638,12.4356,56:03.0,25.4,Loam,Rice, Sugarcane
S4057,40.5746,-147.441,57:03.0,31.8,Clay,Rice, Sugarcane
S4058,34.5212,133.8986,39:03.0,29.9,Clay,Rice, Sugarcane
S4059,77.7204,95.8815,17:03.0,15.7,Loam,Maize, Cotton
S4060,18.1223,51.8352,18:03.0,9.7,Loam,Wheat, Barley
S4061,-22.1381,78.2794,30:03.0,32.3,Sandy,Potatoes, Carrots
S4062,42.4804,-42.6058,34:03.0,11.9,Clay,Wheat, Peas
S4063,25.5784,22.284,52:03.0,8.1,Loam,Wheat, Barley
S4064,64.1054,111.0411,51:03.0,7.2,Loam,Wheat, Barley
S4065,-49.7608,-138.3516,32:03.0,22.8,Sandy,Corn, Sunflower
S4066,-74.2175,-147.9098,33:03.0,6.9,Clay,Wheat, Peas
S4067,43.3046,157.3958,40:03.0,25,Sandy,Potatoes, Carrots
S4068,44.0312,-138.2018,48:03.0,20,Clay,Corn, Soybeans
S4069,-23.8073,127.1989,05:03.0,30.8,Loam,Rice, Sugarcane
S4070,81.7324,27.6901,02:03.0,13.4,Clay,Wheat, Peas
S4071,-89.6979,-157.7214,34:03.0,34.2,Sandy,Potatoes, Carrots
S4072,6.4085,124.9627,55:03.0,31.1,Sandy,Potatoes, Carrots
S4073,86.3729,-64.9285,30:03.0,30.8,Clay,Rice, Sugarcane
S4074,-24.2957,64.5488,42:03.0,12.2,Loam,Wheat, Barley
S4075,53.3818,7.1105,50:03.0,19.7,Sandy,Corn, Sunflower
S4076,18.2912,-100.029,22:03.0,29.5,Sandy,Potatoes, Carrots
S4077,-18.8438,13.7855,49:03.0,19.5,Loam,Maize, Cotton
S4078,-7.0915,-127.9077,03:03.0,27.9,Sandy,Potatoes, Carrots
S4079,79.7202,121.398,26:03.0,11.1,Clay,Wheat, Peas
S4080,-0.0301,-15.9176,57:03.0,11.3,Loam,Wheat, Barley
S4081,18.2638,-127.4865,02:03.0,33.6,Sandy,Potatoes, Carrots
S4082,29.7631,108.465,40:03.0,15.8,Loam,Maize, Cotton
S4083,36.534,35.5969,40:03.0,21.6,Loam,Maize, Cotton
S4084,-34.3995,176.5206,46:03.0,13.1,Clay,Wheat, Peas
S4085,-67.7765,178.8655,57:03.0,18.6,Clay,Corn, Soybeans
S4086,37.174,-7.8182,52:03.0,28.9,Sandy,Potatoes, Carrots
S4087,59.1637,-1.7908,44:03.0,22.6,Clay,Corn, Soybeans
S4088,36.7453,-44.3849,21:03.0,5.6,Loam,Wheat, Barley
S4089,86.6057,-60.068,40:03.0,15.5,Clay,Corn, Soybeans
S4090,59.0192,-104.1793,47:03.0,23.9,Sandy,Corn, Sunflower
S4091,41.8785,111.7507,36:03.0,8.7,Clay,Wheat, Peas
S4092,36.0733,-161.0761,34:03.0,17.6,Clay,Corn, Soybeans
S4093,65.7777,-115.5527,57:03.0,19.3,Clay,Corn, Soybeans
S4094,-2.2492,-38.9492,35:03.0,28.7,Clay,Rice, Sugarcane
S4095,87.1901,57.3301,20:03.0,18,Sandy,Corn, Sunflower
S4096,62.7333,176.7828,39:03.0,5.8,Sandy,Millet, Sorghum
S4097,8.6297,-58.5323,45:03.0,22.5,Clay,Corn, Soybeans
S4098,32.0218,176.5131,52:03.0,6.4,Clay,Wheat, Peas
S4099,46.3886,-39.2173,55:03.0,8.4,Loam,Wheat, Barley
S4100,5.012,-78.1056,01:03.0,20.3,Clay,Corn, Soybeans
S4101,35.3477,-109.7668,19:03.0,27.6,Loam,Rice, Sugarcane
S4102,64.1254,-38.2419,27:03.0,20.9,Sandy,Corn, Sunflower
S4103,-66.4379,90.8159,50:03.0,21.1,Sandy,Corn, Sunflower
S4104,14.4691,109.8258,41:03.0,29.5,Sandy,Potatoes, Carrots
S4105,62.9657,75.4515,22:03.0,25,Clay,Rice, Sugarcane
S4106,-7.6441,-121.07,11:03.0,6.1,Sandy,Millet, Sorghum
S4107,-65.239,70.544,19:03.0,32,Loam,Rice, Sugarcane
S4108,-37.6053,-127.8638,42:03.0,14.8,Loam,Wheat, Barley
S4109,-50.7354,89.4177,28:03.0,25.5,Clay,Rice, Sugarcane
S4110,42.3574,-176.7123,45:03.0,18.5,Sandy,Corn, Sunflower
S4111,40.6724,27.2456,47:03.0,14.1,Loam,Wheat, Barley
S4112,32.0972,175.8543,25:03.0,28.2,Clay,Rice, Sugarcane
S4113,-63.431,162.1433,07:03.0,19.8,Clay,Corn, Soybeans
S4114,-13.12,122.9976,04:03.0,23.3,Loam,Maize, Cotton
S4115,76.6774,-145.4228,20:03.0,25.4,Loam,Rice, Sugarcane
S4116,85.3486,-115.3322,35:03.0,23.9,Sandy,Corn, Sunflower
S4117,-80.555,172.8996,11:03.0,24.1,Loam,Maize, Cotton
S4118,27.0176,33.6213,50:03.0,18.3,Sandy,Corn, Sunflower
S4119,84.5509,45.7101,35:03.0,13,Sandy,Millet, Sorghum
S4120,-17.2811,-167.7626,54:03.0,22.7,Sandy,Corn, Sunflower
S4121,-46.646,-4.0947,58:03.0,21.5,Clay,Corn, Soybeans
S4122,33.8371,163.6399,11:03.0,5.4,Sandy,Millet, Sorghum
S4123,27.5035,-44.8662,29:03.0,33.4,Loam,Rice, Sugarcane
S4124,34.5231,106.3171,10:03.0,19.3,Clay,Corn, Soybeans
S4125,28.5334,99.9831,34:03.0,12.9,Clay,Wheat, Peas
S4126,65.6812,54.1119,12:03.0,20.7,Sandy,Corn, Sunflower
S4127,-40.4611,55.1504,33:03.0,13.3,Loam,Wheat, Barley
S4128,-23.8818,-136.7999,17:03.0,5,Sandy,Millet, Sorghum
S4129,-75.1253,-3.8814,52:03.0,9.7,Sandy,Millet, Sorghum
S4130,30.3826,3.5095,52:03.0,12.9,Sandy,Millet, Sorghum
S4131,-85.8552,26.2735,35:03.0,21.1,Sandy,Corn, Sunflower
S4132,13.0735,-81.4591,20:03.0,11.9,Sandy,Millet, Sorghum
S4133,44.1647,105.9637,18:03.0,11.9,Sandy,Millet, Sorghum
S4134,-57.4026,-5.6911,36:03.0,6,Sandy,Millet, Sorghum
S4135,26.0274,-23.8837,13:03.0,15.1,Sandy,Corn, Sunflower
S4136,12.8562,-144.2011,55:03.0,9,Sandy,Millet, Sorghum
S4137,-78.5703,147.197,19:03.0,16,Sandy,Corn, Sunflower
S4138,53.1405,-113.4397,37:03.0,30.8,Loam,Rice, Sugarcane
S4139,56.3162,-172.8913,58:03.0,8.7,Loam,Wheat, Barley
S4140,10.0908,13.11,06:03.0,6.5,Loam,Wheat, Barley
S4141,56.1953,-4.1172,27:03.0,16.2,Clay,Corn, Soybeans
S4142,3.4022,30.4998,03:03.0,23.2,Clay,Corn, Soybeans
S4143,38.4748,104.4244,38:03.0,19.3,Loam,Maize, Cotton
S4144,-67.6639,91.0757,07:03.0,7.9,Clay,Wheat, Peas
S4145,83.8226,143.1368,45:03.0,13,Clay,Wheat, Peas
S4146,-57.4804,35.6769,28:03.0,32.8,Clay,Rice, Sugarcane
S4147,-57.6112,19.6998,53:03.0,19.5,Sandy,Corn, Sunflower
S4148,54.0923,-135.7037,34:03.0,14.2,Sandy,Millet, Sorghum
S4149,-66.8131,-105.7572,36:03.0,27.6,Loam,Rice, Sugarcane
S4150,-60.9822,22.4986,36:03.0,10.1,Loam,Wheat, Barley
S4151,63.261,-167.3981,39:03.0,23.9,Clay,Corn, Soybeans
S4152,86.3871,2.2134,21:03.0,7.1,Sandy,Millet, Sorghum
S4153,-24.5593,15.9938,18:03.0,30.3,Clay,Rice, Sugarcane
S4154,-13.8508,160.2823,37:03.0,24.3,Sandy,Corn, Sunflower
S4155,-89.9846,-71.784,38:03.0,28.8,Loam,Rice, Sugarcane
S4156,80.3186,6.9995,38:03.0,13.9,Sandy,Millet, Sorghum
S4157,50.9043,57.2967,33:03.0,18.1,Clay,Corn, Soybeans
S4158,-9.9143,27.7457,00:03.0,21.4,Clay,Corn, Soybeans
S4159,35.1183,8.1599,37:03.0,9.3,Loam,Wheat, Barley
S4160,87.4835,-53.2378,11:03.0,25.6,Sandy,Potatoes, Carrots
S4161,6.8777,-104.4578,01:03.0,30.8,Loam,Rice, Sugarcane
S4162,-72.1784,115.1148,19:03.0,15.8,Sandy,Corn, Sunflower
S4163,-47.3219,-112.2935,59:03.0,14.6,Sandy,Millet, Sorghum
S4164,-36.0523,119.746,21:03.0,5.3,Sandy,Millet, Sorghum
S4165,82.3361,36.772,36:03.0,25.7,Loam,Rice, Sugarcane
S4166,-51.1128,-50.7365,09:03.0,8.5,Loam,Wheat, Barley
S4167,-66.8714,44.0326,45:03.0,10.9,Loam,Wheat, Barley
S4168,-76.6153,-88.2117,37:03.0,27.6,Loam,Rice, Sugarcane
S4169,-21.2792,145.3176,10:03.0,19.1,Loam,Maize, Cotton
S4170,-17.9893,-150.0285,05:03.0,7.8,Loam,Wheat, Barley
S4171,-44.2477,-26.8764,31:03.0,32.7,Loam,Rice, Sugarcane
S4172,35.0128,12.9256,40:03.0,20.6,Clay,Corn, Soybeans
S4173,-77.2996,83.763,10:03.0,13.6,Loam,Wheat, Barley
S4174,89.1647,70.8491,31:03.0,6.2,Sandy,Millet, Sorghum
S4175,-55.3271,-46.0288,04:03.0,18.7,Sandy,Corn, Sunflower
S4176,28.3172,115.383,56:03.0,9.8,Clay,Wheat, Peas
S4177,18.89,-28.9129,12:03.0,28.4,Sandy,Potatoes, Carrots
S4178,-62.3715,177.2816,11:03.0,27.7,Clay,Rice, Sugarcane
S4179,-11.9471,-170.6724,39:03.0,13.5,Clay,Wheat, Peas
S4180,18.6493,-152.0911,34:03.0,10.6,Loam,Wheat, Barley
S4181,-67.5682,-140.4036,07:03.0,12.3,Sandy,Millet, Sorghum
S4182,8.7064,-156.2546,45:03.0,26.2,Loam,Rice, Sugarcane
S4183,25.2319,-49.385,24:03.0,21.4,Loam,Maize, Cotton
S4184,-29.9669,-81.6289,14:03.0,32.3,Sandy,Potatoes, Carrots
S4185,66.394,-98.7244,26:03.0,11.4,Sandy,Millet, Sorghum
S4186,-88.2246,-44.2238,07:03.0,9.5,Sandy,Millet, Sorghum
S4187,84.3792,-43.6924,07:03.0,6.7,Loam,Wheat, Barley
S4188,-71.0995,153.2289,31:03.0,34.8,Clay,Rice, Sugarcane
S4189,-58.3684,82.1979,00:03.0,14.6,Loam,Wheat, Barley
S4190,-34.8211,115.6836,14:03.0,32.9,Clay,Rice, Sugarcane
S4191,-1.8687,10.4256,35:03.0,18.4,Sandy,Corn, Sunflower
S4192,36.082,131.5434,43:03.0,7.6,Sandy,Millet, Sorghum
S4193,9.2776,38.6881,28:03.0,31,Clay,Rice, Sugarcane
S4194,71.3826,-118.5309,57:03.0,34.4,Loam,Rice, Sugarcane
S4195,80.3719,-39.7572,59:03.0,34.1,Clay,Rice, Sugarcane
S4196,-27.8689,86.867,37:03.0,8.7,Clay,Wheat, Peas
S4197,84.2401,11.4056,52:03.0,22.2,Loam,Maize, Cotton
S4198,17.0311,125.8668,21:03.0,21,Clay,Corn, Soybeans
S4199,-4.1649,-134.074,07:03.0,7.2,Loam,Wheat, Barley
S4200,-88.2905,4.8836,32:03.0,22.2,Sandy,Corn, Sunflower
S4201,-62.0116,-134.5074,52:03.0,13,Clay,Wheat, Peas
S4202,-21.8159,84.7521,17:03.0,34.1,Clay,Rice, Sugarcane
S4203,-80.4844,81.1509,02:03.0,18.6,Clay,Corn, Soybeans
S4204,85.41,74.7009,37:03.0,21.3,Sandy,Corn, Sunflower
S4205,-45.1599,39.1331,41:03.0,34.3,Clay,Rice, Sugarcane
S4206,37.2216,-114.0824,25:03.0,11.3,Sandy,Millet, Sorghum
S4207,87.5243,107.4488,59:03.0,20.1,Sandy,Corn, Sunflower
S4208,0.4013,-80.7037,57:03.0,10.5,Sandy,Millet, Sorghum
S4209,-13.0023,159.0037,21:03.0,31,Clay,Rice, Sugarcane
S4210,68.6498,113.0484,37:03.0,21.9,Loam,Maize, Cotton
S4211,-35.0663,128.8517,15:03.0,34.3,Loam,Rice, Sugarcane
S4212,80.5418,-33.6547,38:03.0,29.8,Loam,Rice, Sugarcane
S4213,-33.7074,-147.5494,01:03.0,16.5,Clay,Corn, Soybeans
S4214,-75.6945,82.7831,48:03.0,30.3,Loam,Rice, Sugarcane
S4215,80.0761,-120.5593,54:03.0,24.3,Loam,Maize, Cotton
S4216,-79.6659,87.6274,18:03.0,30.2,Loam,Rice, Sugarcane
S4217,9.7488,-2.5738,05:03.0,34.6,Loam,Rice, Sugarcane
S4218,67.3835,166.3799,25:03.0,33.7,Sandy,Potatoes, Carrots
S4219,-13.6829,3.1257,31:03.0,6.9,Clay,Wheat, Peas
S4220,41.5435,-7.3239,50:03.0,28,Loam,Rice, Sugarcane
S4221,2.7021,179.2636,51:03.0,12.8,Clay,Wheat, Peas
S4222,69.8545,71.2375,51:03.0,34.4,Loam,Rice, Sugarcane
S4223,-17.0151,41.8632,47:03.0,12.9,Sandy,Millet, Sorghum
S4224,73.9596,88.5302,17:03.0,18.2,Loam,Maize, Cotton
S4225,38.5488,72.933,04:03.0,27.8,Loam,Rice, Sugarcane
S4226,44.9402,-92.0786,11:03.0,29.1,Clay,Rice, Sugarcane
S4227,43.017,162.3126,44:03.0,15.9,Clay,Corn, Soybeans
S4228,58.2054,136.9195,37:03.0,6.5,Sandy,Millet, Sorghum
S4229,5.0601,39.3097,39:03.0,35,Loam,Rice, Sugarcane
S4230,19.3272,167.2731,10:03.0,6.8,Clay,Wheat, Peas
S4231,31.414,137.495,05:03.0,12.5,Loam,Wheat, Barley
S4232,4.233,-98.9753,42:03.0,34.7,Clay,Rice, Sugarcane
S4233,-76.478,122.1872,29:03.0,9.3,Sandy,Millet, Sorghum
S4234,2.4632,162.8941,00:03.0,34.5,Loam,Rice, Sugarcane
S4235,-13.91,-43.5259,41:03.0,27.8,Sandy,Potatoes, Carrots
S4236,-22.8089,-139.2359,28:03.0,18.4,Loam,Maize, Cotton
S4237,74.5281,-90.0845,28:03.0,32,Loam,Rice, Sugarcane
S4238,7.0415,95.909,18:03.0,34.1,Clay,Rice, Sugarcane
S4239,-68.7842,-72.2959,22:03.0,24.2,Sandy,Corn, Sunflower
S4240,-37.1619,-103.2963,23:03.0,9,Loam,Wheat, Barley
S4241,42.8446,24.7831,32:03.0,12.4,Sandy,Millet, Sorghum
S4242,-50.8566,-70.2649,19:03.0,19.1,Clay,Corn, Soybeans
S4243,77.9601,51.4705,42:03.0,9.8,Loam,Wheat, Barley
S4244,58.6309,-167.2455,39:03.0,9.2,Clay,Wheat, Peas
S4245,-6.6497,42.3895,31:03.0,24.7,Loam,Maize, Cotton
S4246,-2.112,-51.9321,22:03.0,17.3,Sandy,Corn, Sunflower
S4247,20.7954,-61.7214,53:03.0,33,Clay,Rice, Sugarcane
S4248,-26.2993,-178.1444,46:03.0,8.2,Loam,Wheat, Barley
S4249,70.2353,-112.9832,36:03.0,12.8,Clay,Wheat, Peas
S4250,-26.1842,-143.5184,03:03.0,10.4,Clay,Wheat, Peas
S4251,-1.4317,-149.4922,28:03.0,19.9,Loam,Maize, Cotton
S4252,2.5773,-124.6642,32:03.0,30.2,Loam,Rice, Sugarcane
S4253,-67.7083,-4.5316,03:03.0,16.5,Loam,Maize, Cotton
S4254,-61.9865,56.388,17:03.0,23.1,Clay,Corn, Soybeans
S4255,-49.3029,-37.6708,36:03.0,20.7,Sandy,Corn, Sunflower
S4256,-36.1287,-25.7971,27:03.0,12.7,Sandy,Millet, Sorghum
S4257,-57.2072,112.1558,08:03.0,22.8,Loam,Maize, Cotton
S4258,-70.4349,-22.1141,49:03.0,30.6,Clay,Rice, Sugarcane
S4259,61.0843,-121.7397,18:03.0,9,Clay,Wheat, Peas
S4260,-26.3272,-23.7743,46:03.0,33.6,Loam,Rice, Sugarcane
S4261,-25.3374,133.3851,03:03.0,23,Sandy,Corn, Sunflower
S4262,-54.2764,-111.7559,29:03.0,20.8,Loam,Maize, Cotton
S4263,-82.7539,-37.9634,32:03.0,8.6,Clay,Wheat, Peas
S4264,43.9063,144.3592,38:03.0,8.6,Loam,Wheat, Barley
S4265,-61.1437,-108.3629,34:03.0,33.1,Loam,Rice, Sugarcane
S4266,-3.7269,59.4874,13:03.0,19.8,Clay,Corn, Soybeans
S4267,-42.1561,-28.4057,51:03.0,10.7,Clay,Wheat, Peas
S4268,9.0223,107.9352,05:03.0,33.4,Loam,Rice, Sugarcane
S4269,38.5778,-63.0404,11:03.0,34.5,Clay,Rice, Sugarcane
S4270,47.5907,137.436,46:03.0,6.3,Sandy,Millet, Sorghum
S4271,0.3345,152.4821,09:03.0,5.6,Clay,Wheat, Peas
S4272,61.7513,-40.0145,21:03.0,6.7,Clay,Wheat, Peas
S4273,-70.2481,-141.1633,15:03.0,8,Loam,Wheat, Barley
S4274,-86.1926,-124.0049,40:03.0,19.8,Loam,Maize, Cotton
S4275,0.0002,96.2586,57:03.0,16.6,Sandy,Corn, Sunflower
S4276,-47.4291,64.1917,34:03.0,8.5,Loam,Wheat, Barley
S4277,-28.4146,171.5179,18:03.0,20.2,Sandy,Corn, Sunflower
S4278,42.7377,-23.6417,31:03.0,26.3,Sandy,Potatoes, Carrots
S4279,-37.896,-5.0655,04:03.0,27.1,Sandy,Potatoes, Carrots
S4280,46.962,-90.811,55:03.0,29.9,Sandy,Potatoes, Carrots
S4281,-62.5508,4.0463,51:03.0,7.5,Sandy,Millet, Sorghum
S4282,-45.096,96.0219,06:03.0,24.6,Loam,Maize, Cotton
S4283,65.55,177.9325,09:03.0,15.8,Loam,Maize, Cotton
S4284,-45.4762,115.4194,48:03.0,26.6,Sandy,Potatoes, Carrots
S4285,-54.2858,74.3259,34:03.0,8.5,Sandy,Millet, Sorghum
S4286,55.7914,72.4122,53:03.0,8.2,Clay,Wheat, Peas
S4287,0.4201,-114.7722,35:03.0,21.7,Loam,Maize, Cotton
S4288,88.6593,32.8306,07:03.0,33.5,Loam,Rice, Sugarcane
S4289,24.2059,-97.4217,49:03.0,22.5,Loam,Maize, Cotton
S4290,-66.1868,-166.1881,34:03.0,28.1,Loam,Rice, Sugarcane
S4291,88.2718,154.4754,13:03.0,31.4,Sandy,Potatoes, Carrots
S4292,-13.2655,41.9282,19:03.0,15.8,Sandy,Corn, Sunflower
S4293,-73.6316,-161.6561,08:03.0,21,Sandy,Corn, Sunflower
S4294,-16.6865,-69.6795,56:03.0,31.5,Loam,Rice, Sugarcane
S4295,23.9958,-96.686,50:03.0,23.6,Sandy,Corn, Sunflower
S4296,-29.488,-7.4897,38:03.0,5.1,Sandy,Millet, Sorghum
S4297,1.7755,51.7943,02:03.0,20.3,Loam,Maize, Cotton
S4298,-35.2278,-83.0714,08:03.0,26.2,Loam,Rice, Sugarcane
S4299,-39.4999,-53.6312,02:03.0,11.7,Clay,Wheat, Peas
S4300,-14.7466,-64.8573,01:03.0,20.9,Loam,Maize, Cotton
S4301,-81.4398,-165.2799,55:03.0,13.5,Clay,Wheat, Peas
S4302,-80.6165,88.1117,32:03.0,28.6,Loam,Rice, Sugarcane
S4303,-51.844,-10.0591,13:03.0,11.7,Clay,Wheat, Peas
S4304,73.5268,-143.7258,34:03.0,28.6,Sandy,Potatoes, Carrots
S4305,-56.7288,161.3981,04:03.0,18.8,Loam,Maize, Cotton
S4306,-24.5554,-70.4316,02:03.0,6.6,Sandy,Millet, Sorghum
S4307,-72.5603,-175.0818,31:03.0,27.9,Sandy,Potatoes, Carrots
S4308,9.3183,130.3107,14:03.0,27.7,Sandy,Potatoes, Carrots
S4309,-30.3819,86.8652,11:03.0,20.8,Clay,Corn, Soybeans
S4310,-24.9507,100.371,15:03.0,33,Loam,Rice, Sugarcane
S4311,5.1952,-46.2268,13:03.0,11.6,Sandy,Millet, Sorghum
S4312,27.0447,-104.388,59:03.0,16,Sandy,Corn, Sunflower
S4313,-20.8711,139.3898,26:03.0,5.9,Clay,Wheat, Peas
S4314,-66.5126,87.3315,48:03.0,31.9,Loam,Rice, Sugarcane
S4315,-68.3362,31.1621,28:03.0,22.5,Clay,Corn, Soybeans
S4316,74.1918,55.5679,37:03.0,5.2,Loam,Wheat, Barley
S4317,-55.722,73.6776,15:03.0,22.1,Loam,Maize, Cotton
S4318,76.5901,-153.0433,22:03.0,13.1,Clay,Wheat, Peas
S4319,8.3842,-56.5567,32:03.0,25.8,Clay,Rice, Sugarcane
S4320,40.5631,176.2721,35:03.0,13.4,Loam,Wheat, Barley
S4321,-53.6402,79.477,40:03.0,27,Sandy,Potatoes, Carrots
S4322,-82.114,-110.9856,27:03.0,26.8,Clay,Rice, Sugarcane
S4323,9.0892,-89.0908,49:03.0,16.6,Loam,Maize, Cotton
S4324,67.8736,127.2378,29:03.0,14.9,Clay,Wheat, Peas
S4325,73.2267,171.0454,22:03.0,34.8,Sandy,Potatoes, Carrots
S4326,71.0843,-18.5464,33:03.0,25.9,Sandy,Potatoes, Carrots
S4327,39.1187,147.9057,16:03.0,6.5,Loam,Wheat, Barley
S4328,-77.8125,-29.1585,23:03.0,14.2,Sandy,Millet, Sorghum
S4329,77.6398,1.393,19:03.0,26.1,Loam,Rice, Sugarcane
S4330,-86.0625,35.6953,22:03.0,8,Sandy,Millet, Sorghum
S4331,35.4071,-133.5837,06:03.0,14.7,Sandy,Millet, Sorghum
S4332,-81.8199,23.8229,08:03.0,23.6,Clay,Corn, Soybeans
S4333,52.9903,69.7692,16:03.0,33,Clay,Rice, Sugarcane
S4334,43.3287,-36.9022,59:03.0,26.2,Loam,Rice, Sugarcane
S4335,33.245,133.2921,15:03.0,26.7,Loam,Rice, Sugarcane
S4336,84.8769,-120.4134,48:03.0,31.9,Loam,Rice, Sugarcane
S4337,45.131,-41.7058,18:03.0,18.6,Clay,Corn, Soybeans
S4338,50.287,-35.6944,24:03.0,16.3,Loam,Maize, Cotton
S4339,-41.131,-113.7361,15:03.0,17.1,Sandy,Corn, Sunflower
S4340,-61.1995,-101.5892,50:03.0,19,Clay,Corn, Soybeans
S4341,35.4099,136.4958,16:03.0,30.7,Sandy,Potatoes, Carrots
S4342,52.3164,-16.0412,42:03.0,9.9,Loam,Wheat, Barley
S4343,37.3957,9.0264,14:03.0,12.8,Sandy,Millet, Sorghum
S4344,-35.3862,-100.6789,10:03.0,14,Clay,Wheat, Peas
S4345,37.4858,18.7743,45:03.0,29.6,Clay,Rice, Sugarcane
S4346,-59.2004,-163.5795,37:03.0,9.6,Sandy,Millet, Sorghum
S4347,-47.121,-165.9274,36:03.0,19.6,Loam,Maize, Cotton
S4348,-63.3349,138.0969,34:03.0,7.1,Clay,Wheat, Peas
S4349,76.9046,-82.6435,31:03.0,10.8,Clay,Wheat, Peas
S4350,52.3118,51.2687,21:03.0,10,Clay,Wheat, Peas
S4351,-45.1785,116.4277,51:03.0,8,Clay,Wheat, Peas
S4352,6.2271,-179.496,38:03.0,7.6,Clay,Wheat, Peas
S4353,-27.4569,37.8574,38:03.0,15.9,Sandy,Corn, Sunflower
S4354,-23.5602,-150.0314,04:03.0,24.5,Sandy,Corn, Sunflower
S4355,36.9831,17.739,32:03.0,5.6,Sandy,Millet, Sorghum
S4356,39.9743,-32.9966,03:03.0,15.7,Loam,Maize, Cotton
S4357,20.0668,-63.1313,54:03.0,5,Clay,Wheat, Peas
S4358,-79.6926,113.732,55:03.0,16.1,Sandy,Corn, Sunflower
S4359,58.3077,-101.0593,06:03.0,27.8,Sandy,Potatoes, Carrots
S4360,83.7409,-116.3753,27:03.0,18.3,Clay,Corn, Soybeans
S4361,84.8888,13.4599,47:03.0,14.2,Loam,Wheat, Barley
S4362,86.1772,100.147,20:03.0,18.7,Clay,Corn, Soybeans
S4363,50.4924,-141.6806,47:03.0,21.5,Loam,Maize, Cotton
S4364,44.2386,-42.4868,01:03.0,30,Sandy,Potatoes, Carrots
S4365,27.6884,133.2093,30:03.0,9,Clay,Wheat, Peas
S4366,24.175,18.316,48:03.0,20.6,Clay,Corn, Soybeans
S4367,57.0325,-100.5699,03:03.0,15.7,Sandy,Corn, Sunflower
S4368,-41.6172,29.399,09:03.0,22.1,Sandy,Corn, Sunflower
S4369,55.3919,91.0432,39:03.0,18.5,Loam,Maize, Cotton
S4370,-61.9845,-96.5797,42:03.0,24.7,Loam,Maize, Cotton
S4371,40.7315,-47.2896,21:03.0,30.8,Loam,Rice, Sugarcane
S4372,72.3903,-146.2712,36:03.0,8.2,Sandy,Millet, Sorghum
S4373,-57.3276,-113.3899,49:03.0,13,Loam,Wheat, Barley
S4374,65.2234,-112.0104,33:03.0,15.5,Clay,Corn, Soybeans
S4375,-1.7067,82.6128,58:03.0,28.9,Loam,Rice, Sugarcane
S4376,26.5616,-172.423,02:03.0,28.2,Clay,Rice, Sugarcane
S4377,-60.6746,-116.0157,11:03.0,6.4,Sandy,Millet, Sorghum
S4378,-19.0445,38.8159,55:03.0,33,Sandy,Potatoes, Carrots
S4379,-77.4983,-154.0625,38:03.0,18.9,Sandy,Corn, Sunflower
S4380,-45.8543,147.2872,49:03.0,31.2,Sandy,Potatoes, Carrots
